date,surface_temp_c
2025-05-01,-1.875
2025-05-02,-0.625
2025-05-03,-1.875
2025-05-04,-1.75
2025-05-05,-1.75
2025-05-06,-1.75
2025-05-07,-1.625
2025-05-08,-1.625
2025-05-09,-1.625
2025-05-10,-1.5625
2025-05-11,-1.5625
2025-05-12,-1.5625
2025-05-13,-1.4375
2025-05-14,-1.375
2025-05-15,-1.25
2025-05-16,-1.25
2025-05-17,-1.0625
2025-05-18,-0.9375
2025-05-19,-0.875
2025-05-20,-0.75
